Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747044980,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,410,420,420,420,420,420,420,420,420,420,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044980,10,,Aggregated,1.200000,0.000000,23,25,30,30,410,420,420,420,420,420,420,64,0,24,405.04117971886444,9.902541991323233,3417.6677499781363,44288.046875
1747044981,10,GET,GET /api/books,0.600000,0.000000,20,21,23,25,27,30,30,30,30,30,30,44,0,23,420.18964213506973,9.902541991323233,3417.6677499781363,69639.06818181818
1747044981,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,420,420,420,420,420,420,420,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044981,10,,Aggregated,1.000000,0.000000,21,23,27,27,410,420,420,420,420,420,420,68,0,24,382.27305824993357,9.902541991323233,3417.6677499781363,45827.23529411765
1747044982,10,GET,GET /api/books,0.900000,0.000000,19,21,22,22,27,30,30,30,30,30,30,45,0,23,411.33858155485035,9.902541991323233,3417.6677499781363,69672.44444444444
1747044982,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,420,420,420,420,420,420,420,420,420,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044982,10,,Aggregated,1.200000,0.000000,20,22,27,30,410,420,420,420,420,420,420,69,0,24,377.05014314522725,9.902541991323233,3417.6677499781363,46194.10144927536
1747044983,10,GET,GET /api/books,1.300000,0.000000,20,20,22,22,22,30,30,30,30,30,30,47,0,23,394.72007721184474,9.902541991323233,3417.6677499781363,69676.48936170213
1747044983,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,410,410,410,410,410,410,410,410,410,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044983,10,,Aggregated,1.600000,0.000000,20,21,22,22,30,410,410,410,410,410,410,71,0,24,367.01503290153687,9.902541991323233,3417.6677499781363,46858.140845070426
1747044984,10,GET,GET /api/books,1.300000,0.000000,20,21,22,22,22,30,30,30,30,30,30,47,0,23,394.72007721184474,9.902541991323233,3417.6677499781363,69676.48936170213
1747044984,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,410,410,410,410,410,410,410,410,410,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044984,10,,Aggregated,1.600000,0.000000,20,21,22,22,22,30,30,30,30,30,30,71,0,24,367.01503290153687,9.902541991323233,3417.6677499781363,46858.140845070426
1747044985,10,GET,GET /api/books,1.300000,0.000000,20,21,22,22,22,30,30,30,30,30,30,47,0,23,394.72007721184474,9.902541991323233,3417.6677499781363,69676.48936170213
1747044985,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,410,410,410,410,410,410,410,410,410,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044985,10,,Aggregated,1.600000,0.000000,20,21,22,22,22,30,30,30,30,30,30,71,0,24,367.01503290153687,9.902541991323233,3417.6677499781363,46858.140845070426
